customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1641-ZXTP,Female,0,No,Yes,57,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),110.44,6293.28,Yes
9867-ZXTP,Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.75,2831.96,No
7014-IYEK,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),105.44,4006.59,No
2517-IYEK,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,99.75,4891.71,No
9964-BDHL,Male,1,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Mailed check,98.63,1574.43,Yes
6475-KESG,Male,1,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,104.9,520.12,Yes
1341-RZPF,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,38.75,774.57,No
2773-IYEK,Male,0,No,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,94.39,3487.31,No
7342-MKGC,Female,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,118.75,4271.74,Yes
4086-RZPF,Male,0,Yes,Yes,14,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.75,964.75,Yes
4932-XRFT,Male,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,39.48,900.1,Yes
6607-KESG,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),86.6,1033.85,No
7342-GSQO,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,72.85,3210.02,No
6979-YUME,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.11,3033.56,No
2546-DJVH,Female,0,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.99,866.72,Yes
5636-YUME,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,45.55,492.91,No
1363-KESG,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,351.26,Yes
5076-DJVH,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.01,3977.87,Yes
3411-GSQO,Male,0,Yes,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,51.41,669.47,Yes
3911-DJVH,Male,0,No,No,40,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),96.99,3882.99,No
6655-KESG,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.18,2787.81,Yes
5615-VLRX,Female,0,No,Yes,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.07,406.83,Yes
3786-SCWQ,Female,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.67,2033.95,Yes
2961-PTBJ,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,112.02,1226.12,No
8982-HVXZ,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,85.86,1288.42,Yes
9447-VLRX,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.25,2865.97,Yes
5458-XRFT,Male,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),95.65,2005.79,Yes
8427-RZPF,Female,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,50.95,1176.04,No
1910-BDHL,Female,0,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,110.61,1433.98,Yes
2081-GSQO,Male,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,81.85,2538.19,No
3257-FPJD,Female,0,No,No,27,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,59.57,1610.43,Yes
6276-MKGC,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,96.52,286.57,Yes
7620-PTBJ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,4364.84,Yes
2519-WOYI,Female,1,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),41.59,327.74,No
3026-DJVH,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.4,1609.53,Yes
7659-TFDB,Male,0,No,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,5103.65,No
3763-DJVH,Female,1,Yes,No,57,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,99.67,5674.51,Yes
5164-BDHL,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,90.2,539.65,Yes
7397-KESG,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),56.7,4085.56,No
2913-TFDB,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,100.3,6118.47,No
3196-SCWQ,Female,0,No,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,53.05,2811.44,No
4327-CGOW,Female,0,Yes,Yes,55,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),91.54,5038.8,No
4994-WOYI,Male,0,Yes,No,68,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,70.14,4776.52,Yes
5690-SCWQ,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,117.49,1765.9,Yes
7380-QWIU,Male,0,No,No,57,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),100.81,5739.82,Yes
2185-PTBJ,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,98.88,5443.99,Yes
8688-YUME,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),111.85,6934.57,No
3385-YUME,Female,1,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),40.42,2258.58,No
6930-YUME,Male,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),41.72,1164.87,Yes
2815-JBLV,Female,0,No,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.49,379.17,Yes
2649-BDHL,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),116.02,4410.55,Yes
5841-JBLV,Female,1,Yes,No,23,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,77.57,1784.95,No
4531-DJVH,Male,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,97.37,1276.88,Yes
5555-QWIU,Female,0,Yes,No,46,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),117.96,5433.62,Yes
8574-TFDB,Male,0,No,No,47,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,80.19,3764.69,No
8419-BDHL,Male,1,No,Yes,44,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,63.38,2786.08,Yes
3044-BDHL,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,52.77,993.53,No
2900-NNNN,Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,47.97,818.15,Yes
4318-MKGC,Male,1,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.63,2085.58,No
8140-WOYI,Male,0,No,No,45,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),76.82,3453.39,No
6591-LHZR,Male,0,No,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.47,2293.53,No
2548-AAAA,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.85,1682.78,No
2492-OQUY,Female,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),115.09,3798.45,No
1364-JBLV,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,80.64,4029.65,No
2917-AAAA,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,108.66,215.18,Yes
9070-GSQO,Female,0,No,Yes,53,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Mailed check,73.5,3895.62,No
9534-AAAA,Female,1,No,Yes,50,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.44,4370.69,Yes
6734-EMCS,Female,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,52.27,3553.72,Yes
4374-VLRX,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,6182.2,Yes
7132-KESG,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.63,3006.41,Yes
4566-ZXTP,Female,0,Yes,No,53,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.7,3494.22,No
4880-GSQO,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),114.23,2178.08,No
8226-GSQO,Female,0,No,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.12,1496.68,Yes
7520-UIKM,Female,0,No,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),39.99,1919.35,No
4255-LHZR,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),40.76,604.53,Yes
8102-VLRX,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.09,1767.72,Yes
6783-JBLV,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),118.75,3443.4,Yes
3371-KESG,Male,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,4748.85,Yes
3093-JBLV,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.85,909.98,Yes
9274-EMCS,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.54,7239.14,Yes
1148-VLRX,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),34.81,70.81,Yes
5576-MKGC,Female,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),118.75,6538.71,Yes
8193-RZPF,Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,40.31,1166.78,No
7402-MKGC,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),112.43,3036.18,No
5524-XRFT,Female,1,Yes,No,8,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.4,834.11,Yes
7553-FPJD,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),118.75,8311.04,Yes
9033-GSQO,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.79,2283.72,Yes
3573-VLRX,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,50.18,3362.88,No
4155-CGOW,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),64.33,1093.7,No
3965-RZPF,Male,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),104.72,6593.01,No
8746-ZXTP,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.14,4046.49,No
8186-BDHL,Female,0,Yes,No,49,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),79.45,3889.56,Yes
3143-GSQO,Female,1,Yes,Yes,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),82.04,2455.01,Yes
6011-EMCS,Female,0,No,No,12,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.41,1174.81,Yes
9680-FPJD,Male,1,No,No,12,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,95.53,1147.18,No
3044-XRFT,Male,0,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,92.42,4804.48,No
4516-XRFT,Female,0,No,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),100.41,5224.42,No
3007-OQUY,Male,0,Yes,Yes,71,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),77.61,5516.27,No
2104-TFDB,Female,0,Yes,Yes,35,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),66.45,2335.35,Yes
7041-MKGC,Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,51.14,2507.96,Yes
6645-RZPF,Male,0,No,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,105.16,5462.1,Yes
2908-WOYI,Female,0,No,No,0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,No,Electronic check,79.98,0.0,No
4430-EMCS,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,95.69,671.9,Yes
7900-QWIU,Female,0,Yes,Yes,67,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,70.77,4731.27,Yes
9720-LHZR,Female,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,36.91,0.0,No
5920-NNNN,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,88.53,6110.47,No
9646-LHZR,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.69,1956.89,Yes
8026-SCWQ,Male,0,No,Yes,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),73.23,291.44,Yes
7567-VLRX,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,118.75,2377.37,Yes
7287-GSQO,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),42.19,3032.53,No
7614-LHZR,Female,0,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),90.66,6248.77,No
9690-OQUY,Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),118.75,0.0,Yes
6705-WOYI,Male,0,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),114.12,1606.61,Yes
2296-XRFT,Male,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,75.9,760.51,Yes
7747-AAAA,Female,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Mailed check,112.86,6319.97,No
2428-YUME,Male,0,No,No,16,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),63.5,1004.33,No
7218-SCWQ,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,49.44,2076.78,No
5090-BDHL,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),47.92,236.38,Yes
2037-TFDB,Female,0,Yes,No,20,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.26,1524.35,Yes
9296-LHZR,Female,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,101.79,3156.7,Yes
4456-OQUY,Female,0,Yes,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.99,436.74,Yes
6669-FPJD,Female,0,Yes,Yes,69,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,90.12,6223.21,No
6488-RZPF,Female,0,Yes,Yes,71,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),92.9,6594.6,Yes
8734-OQUY,Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,103.21,1036.87,Yes
8299-PTBJ,Female,0,No,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,75.01,2930.85,Yes
1202-VLRX,Male,1,No,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.75,8075.68,Yes
8504-FPJD,Male,1,No,Yes,59,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.04,3607.68,Yes
2563-FPJD,Male,0,Yes,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),102.78,1132.43,No
7511-SCWQ,Female,1,No,Yes,23,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),105.43,2423.58,No
8123-LHZR,Female,1,Yes,No,18,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),89.35,1598.31,Yes
3466-JBLV,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,114.14,3879.25,Yes
1769-SCWQ,Male,0,No,Yes,69,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,107.59,7424.62,Yes
3721-ZXTP,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,98.05,5691.94,No
6450-KESG,Male,1,No,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.63,1043.86,Yes
6647-DJVH,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.76,5084.81,Yes
7010-QWIU,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Electronic check,101.16,2333.97,No
3090-OQUY,Female,1,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,91.9,4875.04,No
4968-JBLV,Male,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),118.64,7956.68,No
7646-ZXTP,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),118.75,3325.28,Yes
6330-YUME,Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),97.94,4899.36,No
7124-ZXTP,Female,0,No,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.19,5042.65,Yes
1232-HVXZ,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),95.46,6204.55,Yes
9619-KESG,Female,0,No,No,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.14,1731.36,Yes
6599-RZPF,Male,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.1,2135.93,No
6784-DJVH,Female,0,Yes,No,38,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.5,3326.89,No
5195-LHZR,Male,0,No,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.78,3135.56,No
2455-FPJD,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Electronic check,118.75,820.66,Yes
4036-MKGC,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,47.63,3193.66,No
3946-MKGC,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,118.75,3570.35,No
7928-XRFT,Female,0,No,No,27,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.14,3089.94,Yes
7559-JBLV,Female,0,Yes,No,70,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),76.34,5340.57,Yes
6975-BDHL,Male,1,Yes,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),49.76,3228.5,No
8260-YUME,Male,0,Yes,No,60,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer (automatic),106.15,6367.34,Yes
2633-MKGC,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),112.0,3921.98,Yes
3031-VLRX,Male,0,Yes,Yes,63,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,82.06,5170.75,No
7995-OQUY,Male,0,No,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.33,1277.54,No
2481-OQUY,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.79,1158.36,No
9572-OQUY,Female,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,102.79,3905.68,Yes
9226-XRFT,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),100.42,2117.73,No
4224-PTBJ,Male,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,58.4,Yes
8705-OQUY,Male,0,Yes,No,56,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.24,1237.39,No
2574-RZPF,Female,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,98.44,4632.23,Yes
5287-CGOW,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),90.31,1184.78,Yes
2867-WOYI,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,118.75,3919.3,Yes
8504-EMCS,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,76.19,4573.5,Yes
1985-SCWQ,Male,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.53,5796.7,Yes
1012-BDHL,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),38.48,1229.53,No
3235-HVXZ,Female,1,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,102.92,7209.48,Yes
7673-KESG,Male,0,No,No,47,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,96.79,4551.58,Yes
1128-TFDB,Female,0,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.99,6786.35,No
